Rayyan_System_ID,Study_ID,Study_Type,Study_Year,Country,State_Region,Location,Site_Name,Latitude,Longitude,Depth_Range_Collection,Depth_Specific_Collection,Species,Urchin_Life_Stage,Development_category,Development_Stage,Urchin_TD_mm,Urchin_biomass_g,Replication_Treatment,Replication_Experimental,Thermal_Treatment,Ambient_Temp,Adjustment_Temp,Adjustment_Period,Adjustment_Period_Unit,Ramp_Rate_Treatment_degC,Ramp_Rate_Treatment_Unit,Acclimation_Temp,Acclimation_Duration,Acclimation_Duration_Unit,Experimental_Duration,Experimental_Duration_Unit,Response_Type,Control_Temp,Treatment_Temp,Response_Value,sd,se,Response_Value_Unit,Response_Value_Type,Contrast,Comments,Time_Of_Year,Temp_se,DOI,Response_Type2,Response_Type_Category,Response_Type_Level,Control_Treatment,Number_Treatments,Response_ID
252,2,Lab manipulation,2005,Australia,Tasmania,Tasman Peninsula,NA,-42.86138889,148.0058333,NA,NA,Centrostephanus rodgersii,larvae,larvae,pluteus,NA,NA,3,1,static,12,1,day,NA,NA,NA,NA,NA,NA,21,day,developmental success,12,18.3,8.3,NA,1.8,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,31
252,2,Lab manipulation,2005,Australia,Tasmania,Tasman Peninsula,NA,-42.86138889,148.0058333,NA,NA,Centrostephanus rodgersii,larvae,larvae,pluteus,NA,NA,3,1,static,12,1,day,NA,NA,NA,NA,NA,NA,21,day,developmental success,12,19.4,6.9,NA,2.3,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,31
252,2,Lab manipulation,2005,Australia,Tasmania,Tasman Peninsula,NA,-42.86138889,148.0058333,NA,NA,Centrostephanus rodgersii,larvae,larvae,pluteus,NA,NA,3,1,static,12,1,day,NA,NA,NA,NA,NA,NA,21,day,developmental success,12,20.3,0.2,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,31
344,1,Lab manipulation,2014,Australia,New South Wales,Sydney,Little Bay and Chowder Bay,-33.9667,151.2333,<= 5,0.5-1,Heliocidaris erythrogramma,adult,NA,NA,69-97,NA,5,1,static,17-18,17,1,week,2.33,week,17,NA,NA,30,day,Coelomocyte concentration,17,17,5.67,NA,1.63,x10^6cells/ml,mean,NA,NA,NA,NA,NA,Coelomocyte concentration,Immune response,Physiological,Control,2,32
344,1,Lab manipulation,2014,Australia,New South Wales,Sydney,Little Bay and Chowder Bay,-33.9667,151.2333,<= 5,0.5-1,Heliocidaris erythrogramma,adult,NA,NA,69-97,NA,5,1,static,17-18,17,1,week,2.33,week,23,NA,NA,30,day,Coelomocyte concentration,17,23,3.33,NA,3.17,x10^6cells/ml,mean,NA,NA,NA,NA,NA,Coelomocyte concentration,Immune response,Physiological,Treatment,2,32
344,2,Lab manipulation,2014,Australia,New South Wales,Sydney,Little Bay and Chowder Bay,-33.9667,151.2333,<= 5,0.5-1,Heliocidaris erythrogramma,adult,NA,NA,69-97,NA,5,1,static,17-18,17,1,week,2.33,week,17,NA,NA,30,day,red amoebocytes,17,17,7.5,NA,NA,percent composition,NA,NA,NA,NA,NA,NA,red amoebocyte content,Immune response,Physiological,Control,2,33
344,2,Lab manipulation,2014,Australia,New South Wales,Sydney,Little Bay and Chowder Bay,-33.9667,151.2333,<= 5,0.5-1,Heliocidaris erythrogramma,adult,NA,NA,69-97,NA,5,1,static,17-18,17,1,week,2.33,week,23,NA,NA,30,day,red amoebocytes,17,23,4.5,NA,NA,percent composition,NA,NA,NA,NA,NA,NA,red amoebocyte content,Immune response,Physiological,Treatment,2,33
344,3,Lab manipulation,2014,Australia,New South Wales,Sydney,Little Bay and Chowder Bay,-33.9667,151.2333,<= 5,0.5-1,Heliocidaris erythrogramma,adult,NA,NA,69-97,NA,5,1,static,17-18,17,1,week,2.33,week,17,NA,NA,30,day,white amoebocytes,17,17,60.2,NA,NA,percent composition,NA,NA,NA,NA,NA,NA,white amoebocyte content,Immune response,Physiological,Control,2,34
344,3,Lab manipulation,2014,Australia,New South Wales,Sydney,Little Bay and Chowder Bay,-33.9667,151.2333,<= 5,0.5-1,Heliocidaris erythrogramma,adult,NA,NA,69-97,NA,5,1,static,17-18,17,1,week,2.33,week,23,NA,NA,30,day,white amoebocytes,17,23,53.9,NA,NA,percent composition,NA,NA,NA,NA,NA,NA,white amoebocyte content,Immune response,Physiological,Treatment,2,34
344,4,Lab manipulation,2014,Australia,New South Wales,Sydney,Little Bay and Chowder Bay,-33.9667,151.2333,<= 5,0.5-1,Heliocidaris erythrogramma,adult,NA,NA,69-97,NA,5,1,static,17-18,17,1,week,2.33,week,17,NA,NA,30,day,vibratile cells,17,17,17.5,NA,NA,percent composition,NA,NA,NA,NA,NA,NA,vibratile cell content,Immune response,Physiological,Control,2,35
344,4,Lab manipulation,2014,Australia,New South Wales,Sydney,Little Bay and Chowder Bay,-33.9667,151.2333,<= 5,0.5-1,Heliocidaris erythrogramma,adult,NA,NA,69-97,NA,5,1,static,17-18,17,1,week,2.33,week,23,NA,NA,30,day,vibratile cells,17,23,14.8,NA,NA,percent composition,NA,NA,NA,NA,NA,NA,vibratile cell content,Immune response,Physiological,Treatment,2,35
344,5,Lab manipulation,2014,Australia,New South Wales,Sydney,Little Bay and Chowder Bay,-33.9667,151.2333,<= 5,0.5-1,Heliocidaris erythrogramma,adult,NA,NA,69-97,NA,5,1,static,17-18,17,1,week,2.33,week,17,NA,NA,30,day,phagocytes,17,17,15.4,NA,NA,percent composition,NA,NA,NA,NA,NA,NA,phagocyte content,Immune response,Physiological,Control,2,36
344,5,Lab manipulation,2014,Australia,New South Wales,Sydney,Little Bay and Chowder Bay,-33.9667,151.2333,<= 5,0.5-1,Heliocidaris erythrogramma,adult,NA,NA,69-97,NA,5,1,static,17-18,17,1,week,2.33,week,23,NA,NA,30,day,phagocytes,17,23,26.8,NA,NA,percent composition,NA,NA,NA,NA,NA,NA,phagocyte content,Immune response,Physiological,Treatment,2,36
344,6,Lab manipulation,2014,Australia,New South Wales,Sydney,Little Bay and Chowder Bay,-33.9667,151.2333,<= 5,0.5-1,Heliocidaris erythrogramma,adult,NA,NA,69-97,NA,5,1,static,17-18,17,1,week,2.33,week,17,NA,NA,30,day,phagocytic activity,17,17,28.96,NA,4.37,percent,NA,NA,NA,NA,NA,NA,phagocytic activity,Immune response,Physiological,Control,2,37
344,6,Lab manipulation,2014,Australia,New South Wales,Sydney,Little Bay and Chowder Bay,-33.9667,151.2333,<= 5,0.5-1,Heliocidaris erythrogramma,adult,NA,NA,69-97,NA,5,1,static,17-18,17,1,week,2.33,week,23,NA,NA,30,day,phagocytic activity,17,23,27.03,NA,3.34,percent,NA,NA,NA,NA,NA,NA,phagocytic activity,Immune response,Physiological,Treatment,2,37
344,7,Lab manipulation,2014,Australia,New South Wales,Sydney,Little Bay and Chowder Bay,-33.9667,151.2333,<= 5,0.5-1,Heliocidaris erythrogramma,adult,NA,NA,69-97,NA,5,1,static,17-18,17,1,week,2.33,week,17,NA,NA,30,day,bacterial survival,17,17,3.8,NA,2.8,percent success,mean,NA,bacteria left with coelomic fluid for 48hrs. Percentage survival of bacteria over 100 indicates that culture grew.,NA,NA,NA,bacterial survival,Immune response,Physiological,Control,2,38
344,7,Lab manipulation,2014,Australia,New South Wales,Sydney,Little Bay and Chowder Bay,-33.9667,151.2333,<= 5,0.5-1,Heliocidaris erythrogramma,adult,NA,NA,69-97,NA,5,1,static,17-18,17,1,week,2.33,week,23,NA,NA,30,day,bacterial survival,17,23,595.3,NA,285.2,percent success,mean,NA,bacteria left with coelomic fluid for 48hrs. Percentage survival of bacteria over 100 indicates that culture grew.,NA,NA,NA,bacterial survival,Immune response,Physiological,Treatment,2,38
348,1,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Gastrula,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,9,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,39
348,1,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Gastrula,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,11,50.26,NA,3.9,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,39
348,1,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Gastrula,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,13,3.9,NA,1.31,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,39
348,1,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Gastrula,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,15,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,39
348,1,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Gastrula,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,17,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Control,12,39
348,1,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Gastrula,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,20,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,39
348,1,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Gastrula,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,22,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,39
348,1,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Gastrula,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,24,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,39
348,1,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Gastrula,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,26,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,39
348,1,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Gastrula,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,27,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,39
348,1,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Gastrula,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,29,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,39
348,1,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Gastrula,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,31,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,39
348,2,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Prism,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,9,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,40
348,2,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Prism,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,11,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,40
348,2,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Prism,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,13,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,40
348,2,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Prism,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,15,88.54,NA,1.82,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,40
348,2,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Prism,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,17,6.51,NA,1.04,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Control,12,40
348,2,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Prism,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,20,1.82,NA,1.3,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,40
348,2,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Prism,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,22,2.6,NA,0.79,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,40
348,2,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Prism,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,24,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,40
348,2,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Prism,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,26,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,40
348,2,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Prism,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,27,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,40
348,2,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Prism,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,29,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,40
348,2,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo,Prism,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,31,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,40
348,3,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Early pluteus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,9,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,41
348,3,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Early pluteus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,11,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,41
348,3,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Early pluteus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,13,89.6,NA,0.76,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,41
348,3,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Early pluteus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,15,4.69,NA,73.31,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,41
348,3,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Early pluteus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,17,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Control,12,41
348,3,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Early pluteus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,20,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,41
348,3,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Early pluteus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,22,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,41
348,3,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Early pluteus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,24,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,41
348,3,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Early pluteus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,26,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,41
348,3,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Early pluteus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,27,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,41
348,3,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Early pluteus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,29,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,41
348,3,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Early pluteus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,31,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,41
348,4,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Plutetus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,9,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,42
348,4,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Plutetus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,11,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,42
348,4,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Plutetus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,13,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,42
348,4,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Plutetus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,15,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,42
348,4,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Plutetus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,17,88.28,NA,1.3,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Control,12,42
348,4,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Plutetus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,20,92.99,NA,1.04,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,42
348,4,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Plutetus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,22,89.58,NA,1.57,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,42
348,4,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Plutetus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,24,45.31,NA,1.56,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,42
348,4,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Plutetus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,26,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,42
348,4,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Plutetus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,27,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,42
348,4,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Plutetus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,29,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,42
348,4,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,larvae,Plutetus,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,developmental success,17,31,0,NA,0,percent success,mean,NA,NA,NA,NA,NA,Development success,Development success,Individual,Treatment,12,42
348,5,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo/larvae,NA,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,Abnormal/Dead,17,9,100,NA,0,percent success,mean,NA,NA,NA,NA,NA,Abnormal/Dead,Survival,Individual,Treatment,12,43
348,5,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo/larvae,NA,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,Abnormal/Dead,17,11,50,NA,3.6,percent success,mean,NA,NA,NA,NA,NA,Abnormal/Dead,Survival,Individual,Treatment,12,43
348,5,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo/larvae,NA,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,Abnormal/Dead,17,13,6.51,NA,0.52,percent success,mean,NA,NA,NA,NA,NA,Abnormal/Dead,Survival,Individual,Treatment,12,43
348,5,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo/larvae,NA,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,Abnormal/Dead,17,15,6.25,NA,1.3,percent success,mean,NA,NA,NA,NA,NA,Abnormal/Dead,Survival,Individual,Treatment,12,43
348,5,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo/larvae,NA,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,Abnormal/Dead,17,17,4.95,NA,1.56,percent success,mean,NA,NA,NA,NA,NA,Abnormal/Dead,Survival,Individual,Control,12,43
348,5,Lab manipulation,2012,Australia,New South Wales,Sydney,Little Bay,-33.967,151.2333333,<= 5,NA,Centrostephanus rodgersii,larvae,embryo/larvae,NA,NA,NA,6,1,static,17,17,NA,hours,NA,NA,NA,NA,NA,72,hour,Abnormal/Dead,17,20,5.19,NA,0.78,percent success,mean,NA,NA,NA,NA,NA,Abnormal/Dead,Survival,Individual,Treatment,12,43
